,Date,Home Team,Away Team,Betting Score Spread,Final Score Spread,Betting Line Error
5735,2022-02-08 00:00:00,DEN,NYK,-9.0,-17,8.0
2221,2019-02-26 00:00:00,DEN,OKC,-3.5,-9,5.5
4586,2021-04-14 00:00:00,DEN,MIA,-5.0,-17,12.0
2773,2019-11-12 00:00:00,DEN,ATL,-10.5,4,-14.5
878,2018-02-23 00:00:00,DEN,SAS,-4.0,-3,-1.0
2606,2019-05-12 00:00:00,DEN,POR,-5.5,4,-9.5
7541,2023-06-12 00:00:00,DEN,MIA,-8.0,-5,-3.0
4163,2021-02-14 00:00:00,DEN,LAL,3.0,-17,20.0
5134,2021-11-14 00:00:00,DEN,POR,-6.0,-29,23.0
1525,2018-11-15 00:00:00,DEN,ATL,-14.0,-45,31.0
8063,2024-01-12 00:00:00,DEN,NOP,-5.5,-12,6.5
5119,2021-11-12 00:00:00,DEN,ATL,-3.5,-9,5.5
2206,2019-02-24 00:00:00,DEN,LAC,-9.0,-27,18.0
611,2018-01-10 00:00:00,DEN,ATL,-9.0,13,-22.0
7542,2023-10-24 00:00:00,DEN,LAL,-4.5,-12,7.5
4445,2021-03-28 00:00:00,DEN,ATL,-5.0,-24,19.0
4552,2021-04-11 00:00:00,DEN,BOS,-3.5,18,-21.5
1349,2018-10-21 00:00:00,DEN,GSW,4.5,-2,6.5
5225,2021-11-26 00:00:00,DEN,MIL,6.5,11,-4.5
4516,2021-04-06 00:00:00,DEN,DET,-11.5,-15,3.5
5348,2021-12-13 00:00:00,DEN,WAS,-3.5,-6,2.5
7518,2023-05-09 00:00:00,DEN,PHX,-6.5,-16,9.5
7770,2023-11-26 00:00:00,DEN,SAS,-10.5,-12,1.5
4132,2021-02-10 00:00:00,DEN,CLE,-9.5,-38,28.5
6307,2022-10-28 00:00:00,DEN,UTA,-7.5,-16,8.5
3308,2020-01-26 00:00:00,DEN,HOU,-2.5,-7,4.5
4385,2021-03-21 00:00:00,DEN,NOP,-6.5,5,-11.5
2336,2019-03-14 00:00:00,DEN,DAL,-11.5,-1,-10.5
7789,2023-11-29 00:00:00,DEN,HOU,-10.0,-10,0.0
3082,2019-12-25 00:00:00,DEN,NOP,-8.5,12,-20.5
7528,2023-05-18 00:00:00,DEN,LAL,-5.5,-5,-0.5
6293,2022-10-26 00:00:00,DEN,LAL,-5.0,-11,6.0
1024,2018-03-15 00:00:00,DEN,DET,-8.5,-7,-1.5
6534,2022-11-28 00:00:00,DEN,HOU,-11.0,-16,5.0
2323,2019-03-12 00:00:00,DEN,MIN,-9.5,-26,16.5
5560,2022-01-15 00:00:00,DEN,LAL,-4.5,-37,32.5
4117,2021-02-08 00:00:00,DEN,MIL,2.0,13,-11.0
764,2018-02-01 00:00:00,DEN,OKC,1.5,-3,4.5
5360,2021-12-15 00:00:00,DEN,MIN,-4.0,17,-21.0
5604,2022-01-21 00:00:00,DEN,MEM,-3.5,4,-7.5
4051,2021-01-31 00:00:00,DEN,UTA,3.0,-11,14.0
3110,2019-12-29 00:00:00,DEN,SAC,-7.5,-5,-2.5
167,2017-11-09 00:00:00,DEN,OKC,1.5,-8,9.5
5411,2021-12-23 00:00:00,DEN,CHA,-2.0,8,-10.0
7526,2023-05-16 00:00:00,DEN,LAL,-7.0,-6,-1.0
5564,2022-01-16 00:00:00,DEN,UTA,5.5,23,-17.5
6487,2022-11-22 00:00:00,DEN,DET,-12.0,2,-14.0
5590,2022-01-19 00:00:00,DEN,LAC,-9.5,-2,-7.5
8652,2024-04-06 00:00:00,DEN,ATL,-10.5,-32,21.5
573,2018-01-05 00:00:00,DEN,UTA,-6.5,-8,1.5
2484,2019-04-03 00:00:00,DEN,SAS,-4.5,-28,23.5
7368,2023-03-30 00:00:00,DEN,NOP,-2.0,19,-21.0
2501,2019-04-05 00:00:00,DEN,POR,-6.0,-9,3.0
3095,2019-12-28 00:00:00,DEN,MEM,-9.0,-9,0.0
1753,2018-12-16 00:00:00,DEN,TOR,3.0,-9,12.0
4503,2021-04-04 00:00:00,DEN,ORL,-17.5,-10,-7.5
535,2017-12-30 00:00:00,DEN,PHI,-7.0,5,-12.0
2351,2019-03-16 00:00:00,DEN,IND,-7.0,-2,-5.0
7491,2023-04-25 00:00:00,DEN,MIN,-10.0,-3,-7.0
7977,2024-01-01 00:00:00,DEN,CHA,-16.5,-18,1.5
46,2017-10-23 00:00:00,DEN,WAS,-5.0,5,-10.0
3375,2020-02-04 00:00:00,DEN,POR,-4.5,-28,23.5
7500,2023-04-29 00:00:00,DEN,PHX,-4.5,-18,13.5
4146,2021-02-12 00:00:00,DEN,OKC,-11.5,-2,-9.5
8458,2024-03-11 00:00:00,DEN,TOR,-17.5,-6,-11.5
4459,2021-03-30 00:00:00,DEN,PHI,-5.0,-9,4.0
4375,2021-03-19 00:00:00,DEN,CHI,-7.0,-4,-3.0
3036,2019-12-18 00:00:00,DEN,ORL,-9.0,-9,0.0
1765,2018-12-18 00:00:00,DEN,DAL,-4.5,-8,3.5
7146,2023-02-26 00:00:00,DEN,LAC,-4.0,-10,6.0
8010,2024-01-05 00:00:00,DEN,ORL,-10.0,2,-12.0
850,2018-02-13 00:00:00,DEN,SAS,-7.0,-8,1.0
6591,2022-12-06 00:00:00,DEN,DAL,-4.0,1,-5.0
1835,2018-12-28 00:00:00,DEN,SAS,-4.5,-3,-1.5
8530,2024-03-21 00:00:00,DEN,NYK,-8.5,-13,4.5
6367,2022-11-05 00:00:00,DEN,SAS,-11.5,-25,13.5
3261,2020-01-19 00:00:00,DEN,IND,1.0,8,-7.0
5542,2022-01-13 00:00:00,DEN,POR,-11.5,-32,20.5
6448,2022-11-16 00:00:00,DEN,NYK,-2.0,3,-5.0
1456,2018-11-05 00:00:00,DEN,BOS,-1.5,-8,6.5
2553,2019-04-16 00:00:00,DEN,SAS,-7.0,-9,2.0
1482,2018-11-09 00:00:00,DEN,BKN,-8.5,2,-10.5
3340,2020-01-30 00:00:00,DEN,UTA,3.0,-6,9.0
7218,2023-03-08 00:00:00,DEN,CHI,-9.0,21,-30.0
5618,2022-01-23 00:00:00,DEN,DET,-12.0,-6,-6.0
1498,2018-11-11 00:00:00,DEN,MIL,-3.5,7,-10.5
2539,2019-04-10 00:00:00,DEN,MIN,-12.5,-4,-8.5
6549,2022-11-30 00:00:00,DEN,HOU,-11.0,-20,9.0
3233,2020-01-15 00:00:00,DEN,CHA,-11.5,-14,2.5
6264,2022-10-22 00:00:00,DEN,OKC,-9.0,-5,-4.0
779,2018-02-03 00:00:00,DEN,GSW,5.0,-7,12.0
8368,2024-02-28 00:00:00,DEN,SAC,-9.0,-21,12.0
2545,2019-04-13 00:00:00,DEN,SAS,-5.5,5,-10.5
7243,2023-03-12 00:00:00,DEN,BKN,-9.0,2,-11.0
4526,2021-04-07 00:00:00,DEN,SAS,-5.0,-10,5.0
1737,2018-12-14 00:00:00,DEN,OKC,2.0,-11,13.0
1344,2018-10-20 00:00:00,DEN,PHX,-10.0,-28,18.0
3050,2019-12-20 00:00:00,DEN,MIN,-10.5,-9,-1.5
7504,2023-05-01 00:00:00,DEN,PHX,-4.0,-10,6.0
4540,2021-04-09 00:00:00,DEN,SAS,-6.5,-2,-4.5
6165,2022-04-21 00:00:00,DEN,GSW,2.5,5,-2.5
5088,2021-11-08 00:00:00,DEN,MIA,2.0,-17,19.0
4680,2021-04-26 00:00:00,DEN,MEM,-4.0,-24,20.0
2044,2019-01-26 00:00:00,DEN,PHI,-10.5,-16,5.5
3727,2020-09-01 00:00:00,DEN,UTA,-2.0,-2,0.0
5913,2022-03-10 00:00:00,DEN,GSW,1.5,11,-9.5
7029,2023-02-04 00:00:00,DEN,ATL,-10.0,-20,10.0
2039,2019-01-25 00:00:00,DEN,PHX,-15.0,-37,22.0
6882,2023-01-15 00:00:00,DEN,ORL,-11.0,-3,-8.0
2845,2019-11-22 00:00:00,DEN,BOS,-5.0,-4,-1.0
3739,2020-09-07 00:00:00,DEN,LAC,8.5,6,2.5
6079,2022-04-01 00:00:00,DEN,MIN,-3.0,6,-9.0
8686,2024-04-10 00:00:00,DEN,MIN,-7.5,-9,1.5
3743,2020-09-09 00:00:00,DEN,LAC,7.5,11,-3.5
6896,2023-01-17 00:00:00,DEN,POR,-6.0,-9,3.0
8592,2024-03-29 00:00:00,DEN,MIN,-3.0,13,-16.0
3748,2020-09-13 00:00:00,DEN,LAC,8.5,-13,21.5
1164,2018-04-03 00:00:00,DEN,IND,-4.5,-3,-1.5
3755,2020-09-22 00:00:00,DEN,LAL,6.5,-8,14.5
6905,2023-01-18 00:00:00,DEN,MIN,-9.0,-4,-5.0
3757,2020-09-24 00:00:00,DEN,LAL,6.0,6,0.0
4694,2021-04-28 00:00:00,DEN,NOP,-3.5,-2,-1.5
693,2018-01-22 00:00:00,DEN,POR,-3.0,-3,0.0
2861,2019-11-24 00:00:00,DEN,PHX,-11.0,-12,1.0
126,2017-11-03 00:00:00,DEN,MIA,-5.5,-1,-4.5
3716,2020-08-25 00:00:00,DEN,UTA,2.5,-10,12.5
2085,2019-02-01 00:00:00,DEN,HOU,-3.5,-14,10.5
8580,2024-03-27 00:00:00,DEN,PHX,-5.5,7,-12.5
3671,2020-08-12 00:00:00,DEN,LAC,5.0,13,-8.0
6838,2023-01-09 00:00:00,DEN,LAL,-13.0,-13,0.0
4886,2021-06-01 00:00:00,DEN,POR,-2.0,-7,5.0
8187,2024-01-29 00:00:00,DEN,MIL,-4.0,-6,2.0
7943,2023-12-25 00:00:00,DEN,GSW,-7.5,-6,-1.5
7446,2023-04-09 00:00:00,DEN,SAC,5.5,-14,19.5
5884,2022-03-06 00:00:00,DEN,NOP,-4.5,-8,3.5
2834,2019-11-20 00:00:00,DEN,HOU,-1.5,-10,8.5
7048,2023-02-07 00:00:00,DEN,MIN,-8.0,-34,26.0
2875,2019-11-26 00:00:00,DEN,WAS,-10.0,-13,3.0
6853,2023-01-11 00:00:00,DEN,PHX,-14.5,-29,14.5
3693,2020-08-19 00:00:00,DEN,UTA,-3.5,19,-22.5
7897,2023-12-16 00:00:00,DEN,OKC,-5.0,1,-6.0
4862,2021-05-24 00:00:00,DEN,POR,-2.0,-19,17.0
7338,2023-03-25 00:00:00,DEN,MIL,-3.5,-23,19.5
4856,2021-05-22 00:00:00,DEN,POR,-1.0,14,-15.0
5892,2022-03-07 00:00:00,DEN,GSW,-8.0,-7,-1.0
3965,2021-01-19 00:00:00,DEN,OKC,-10.0,-18,8.0
3684,2020-08-17 00:00:00,DEN,UTA,-4.5,-10,5.5
4663,2021-04-24 00:00:00,DEN,HOU,-14.0,-13,-1.0
5928,2022-03-12 00:00:00,DEN,TOR,-7.0,12,-19.0
7396,2023-04-02 00:00:00,DEN,GSW,4.0,-2,6.0
7011,2023-02-02 00:00:00,DEN,GSW,-7.5,-17,9.5
2789,2019-11-14 00:00:00,DEN,BKN,-7.5,-8,0.5
8619,2024-04-02 00:00:00,DEN,SAS,-15.0,-5,-10.0
981,2018-03-09 00:00:00,DEN,LAL,-7.0,-9,2.0
3869,2021-01-05 00:00:00,DEN,MIN,-10.5,-7,-3.5
6032,2022-03-26 00:00:00,DEN,OKC,-17.0,-6,-11.0
4752,2021-05-05 00:00:00,DEN,NYK,-3.5,-16,12.5
1966,2019-01-15 00:00:00,DEN,GSW,2.0,31,-29.0
134,2017-11-04 00:00:00,DEN,GSW,9.0,19,-10.0
968,2018-03-07 00:00:00,DEN,CLE,-3.5,5,-8.5
3841,2021-01-01 00:00:00,DEN,PHX,-3.5,3,-6.5
6018,2022-03-24 00:00:00,DEN,PHX,-1.0,10,-11.0
1406,2018-10-29 00:00:00,DEN,NOP,-9.5,-5,-4.5
1954,2019-01-13 00:00:00,DEN,POR,-4.5,-3,-1.5
6002,2022-03-22 00:00:00,DEN,LAC,-6.5,-12,5.5
7627,2023-11-04 00:00:00,DEN,CHI,-9.0,-22,13.0
4242,2021-02-25 00:00:00,DEN,WAS,-8.0,2,-10.0
426,2017-12-15 00:00:00,DEN,NOP,-1.5,-6,4.5
6997,2023-01-31 00:00:00,DEN,NOP,-7.0,-9,2.0
4702,2021-04-29 00:00:00,DEN,TOR,-4.5,-10,5.5
670,2018-01-19 00:00:00,DEN,PHX,-9.0,8,-17.0
3809,2020-12-28 00:00:00,DEN,HOU,-6.5,-13,6.5
1980,2019-01-17 00:00:00,DEN,CHI,-14.0,-30,16.0
6917,2023-01-20 00:00:00,DEN,IND,-6.0,-23,17.0
8598,2024-03-31 00:00:00,DEN,CLE,-4.5,-29,24.5
3778,2020-12-23 00:00:00,DEN,SAC,-7.5,2,-9.5
7618,2023-11-03 00:00:00,DEN,DAL,-6.0,-11,5.0
1587,2018-11-23 00:00:00,DEN,ORL,-8.5,-25,16.5
2725,2019-11-05 00:00:00,DEN,MIA,-5.0,-20,15.0
6931,2023-01-22 00:00:00,DEN,OKC,-2.5,2,-4.5
3785,2020-12-25 00:00:00,DEN,LAC,3.5,13,-9.5
7644,2023-11-06 00:00:00,DEN,NOP,-6.5,-18,11.5
3885,2021-01-07 00:00:00,DEN,DAL,-2.5,7,-9.5
1998,2019-01-19 00:00:00,DEN,CLE,-18.0,-22,4.0
8414,2024-03-05 00:00:00,DEN,PHX,-8.5,10,-18.5
154,2017-11-07 00:00:00,DEN,BKN,-12.5,-8,-4.5
8164,2024-01-27 00:00:00,DEN,PHI,-13.0,-6,-7.0
4774,2021-05-08 00:00:00,DEN,BKN,3.5,6,-2.5
4227,2021-02-23 00:00:00,DEN,POR,-6.0,-5,-1.0
1929,2019-01-10 00:00:00,DEN,LAC,-5.5,-21,15.5
2746,2019-11-08 00:00:00,DEN,PHI,-5.0,-3,-2.0
1179,2018-04-05 00:00:00,DEN,MIN,-4.5,-4,-0.5
5987,2022-03-20 00:00:00,DEN,BOS,3.0,20,-17.0
650,2018-01-16 00:00:00,DEN,DAL,-6.5,-3,-3.5
184,2017-11-11 00:00:00,DEN,ORL,-9.0,-18,9.0
5484,2022-01-05 00:00:00,DEN,UTA,-1.0,6,-7.0
6106,2022-04-05 00:00:00,DEN,SAS,-9.0,19,-28.0
1442,2018-11-03 00:00:00,DEN,UTA,-4.5,-15,10.5
1151,2018-04-01 00:00:00,DEN,MIL,-5.5,-3,-2.5
1615,2018-11-27 00:00:00,DEN,LAL,-3.0,-32,29.0
3953,2021-01-17 00:00:00,DEN,UTA,1.5,4,-2.5
2158,2019-02-11 00:00:00,DEN,MIA,-9.5,-16,6.5
6776,2023-01-01 00:00:00,DEN,BOS,3.5,-12,15.5
910,2018-02-27 00:00:00,DEN,LAC,-5.5,2,-7.5
4961,2021-10-22 00:00:00,DEN,SAS,-7.5,-6,-1.5
1887,2019-01-05 00:00:00,DEN,CHA,-9.0,-13,4.0
7879,2023-12-14 00:00:00,DEN,BKN,-9.5,-23,13.5
2646,2019-10-25 00:00:00,DEN,PHX,-12.0,-1,-11.0
4326,2021-03-13 00:00:00,DEN,DAL,1.0,13,-12.0
3636,2020-08-06 00:00:00,DEN,POR,4.5,10,-5.5
7957,2023-12-28 00:00:00,DEN,MEM,-9.0,-37,28.0
994,2018-03-11 00:00:00,DEN,SAC,-11.5,-26,14.5
4985,2021-10-25 00:00:00,DEN,CLE,-9.5,12,-21.5
5854,2022-03-02 00:00:00,DEN,OKC,-15.5,12,-27.5
1210,2018-04-09 00:00:00,DEN,POR,-4.5,-6,1.5
5012,2021-10-29 00:00:00,DEN,DAL,-4.0,-31,27.0
8561,2024-03-25 00:00:00,DEN,MEM,-12.5,-25,12.5
7465,2023-04-16 00:00:00,DEN,MIN,-8.5,-29,20.5
4624,2021-04-19 00:00:00,DEN,MEM,-7.5,-2,-5.5
624,2018-01-12 00:00:00,DEN,MEM,-6.5,-9,2.5
711,2018-01-25 00:00:00,DEN,NYK,-7.0,-12,5.0
3936,2021-01-14 00:00:00,DEN,GSW,-4.5,-10,5.5
5826,2022-02-26 00:00:00,DEN,SAC,-8.5,-5,-3.5
8217,2024-02-02 00:00:00,DEN,POR,-14.5,-12,-2.5
3580,2020-03-09 00:00:00,DEN,MIL,-7.0,-14,7.0
6764,2022-12-30 00:00:00,DEN,MIA,-4.5,-5,0.5
8376,2024-02-29 00:00:00,DEN,MIA,-6.5,-6,-0.5
2927,2019-12-03 00:00:00,DEN,LAL,-2.5,9,-11.5
113,2017-11-01 00:00:00,DEN,TOR,-2.0,-18,16.0
3603,2020-08-01 00:00:00,DEN,MIA,4.0,20,-16.0
1862,2019-01-01 00:00:00,DEN,NYK,-13.5,-7,-6.5
893,2018-02-25 00:00:00,DEN,HOU,4.5,5,-0.5
6726,2022-12-25 00:00:00,DEN,PHX,-4.0,-3,-1.0
6121,2022-04-07 00:00:00,DEN,MEM,-4.5,-13,8.5
461,2017-12-20 00:00:00,DEN,MIN,0.0,8,-8.0
7657,2023-11-08 00:00:00,DEN,GSW,-4.5,-3,-1.5
7473,2023-04-19 00:00:00,DEN,MIN,-8.0,-9,1.0
6816,2023-01-06 00:00:00,DEN,CLE,-5.0,-13,8.0
1709,2018-12-10 00:00:00,DEN,MEM,-3.0,-6,3.0
8427,2024-03-07 00:00:00,DEN,BOS,2.0,-6,8.0
2172,2019-02-13 00:00:00,DEN,SAC,-7.5,-2,-5.5
6718,2022-12-23 00:00:00,DEN,POR,-5.5,-13,7.5
4909,2021-06-13 00:00:00,DEN,PHX,3.0,7,-4.0
3645,2020-08-08 00:00:00,DEN,UTA,1.0,-2,3.0
331,2017-12-02 00:00:00,DEN,LAL,-3.5,-15,11.5
5870,2022-03-04 00:00:00,DEN,HOU,-8.5,-15,6.5
314,2017-11-30 00:00:00,DEN,CHI,-10.5,-1,-9.5
4906,2021-06-11 00:00:00,DEN,PHX,-2.0,14,-16.0
34,2017-10-21 00:00:00,DEN,SAC,-12.5,-17,4.5
5778,2022-02-14 00:00:00,DEN,ORL,-11.0,-10,-1.0
2676,2019-10-29 00:00:00,DEN,DAL,-5.0,3,-8.0
6808,2023-01-05 00:00:00,DEN,LAC,-4.5,-31,26.5
2450,2019-03-30 00:00:00,DET,POR,-5.5,-9,3.5
6004,2022-03-23 00:00:00,DET,ATL,5.0,-21,26.0
4352,2021-03-17 00:00:00,DET,TOR,6.5,-4,10.5
7633,2023-11-06 00:00:00,DET,GSW,9.0,11,-2.0
5562,2022-01-16 00:00:00,DET,PHX,11.5,27,-15.5
2763,2019-11-11 00:00:00,DET,MIN,-4.0,6,-10.0
775,2018-02-03 00:00:00,DET,MIA,-4.5,-4,-0.5
684,2018-01-21 00:00:00,DET,BKN,-6.0,1,-7.0
1680,2018-12-07 00:00:00,DET,PHI,-2.5,6,-8.5
1360,2018-10-23 00:00:00,DET,PHI,1.0,-1,2.0
5745,2022-02-10 00:00:00,DET,MEM,12.0,25,-13.0
723,2018-01-27 00:00:00,DET,OKC,3.5,13,-9.5
8335,2024-02-24 00:00:00,DET,ORL,8.5,3,5.5
5502,2022-01-08 00:00:00,DET,ORL,-1.0,-5,4.0
2945,2019-12-06 00:00:00,DET,IND,1.5,-7,8.5
4247,2021-02-26 00:00:00,DET,SAC,1.5,3,-1.5
7201,2023-03-06 00:00:00,DET,POR,4.5,6,-1.5
4119,2021-02-09 00:00:00,DET,BKN,5.5,-11,16.5
6349,2022-11-04 00:00:00,DET,CLE,4.0,24,-20.0
8440,2024-03-09 00:00:00,DET,DAL,9.0,18,-9.0
3186,2020-01-09 00:00:00,DET,CLE,-7.5,3,-10.5
789,2018-02-05 00:00:00,DET,POR,-2.5,-20,17.5
5992,2022-03-21 00:00:00,DET,POR,-9.5,4,-13.5
7206,2023-03-07 00:00:00,DET,WAS,10.5,2,8.5
668,2018-01-19 00:00:00,DET,WAS,-1.0,10,-11.0
5804,2022-02-24 00:00:00,DET,CLE,5.5,-3,8.5
2930,2019-12-04 00:00:00,DET,MIL,9.0,24,-15.0
8055,2024-01-12 00:00:00,DET,HOU,8.5,2,6.5
6034,2022-03-27 00:00:00,DET,NYK,4.5,2,2.5
5544,2022-01-14 00:00:00,DET,TOR,9.5,-16,25.5
7271,2023-03-16 00:00:00,DET,DEN,15.0,19,-4.0
2650,2019-10-26 00:00:00,DET,PHI,4.0,6,-2.0
4423,2021-03-26 00:00:00,DET,BKN,6.5,2,4.5
1374,2018-10-25 00:00:00,DET,CLE,-9.5,-7,-2.5
7628,2023-11-05 00:00:00,DET,PHX,3.5,14,-10.5
5517,2022-01-10 00:00:00,DET,UTA,10.5,-10,20.5
6020,2022-03-25 00:00:00,DET,WAS,-4.0,3,-7.0
5752,2022-02-11 00:00:00,DET,CHA,6.0,22,-16.0
55,2017-10-25 00:00:00,DET,MIN,1.5,-21,22.5
8688,2024-04-11 00:00:00,DET,CHI,11.0,22,-11.0
2476,2019-04-03 00:00:00,DET,IND,-2.5,19,-21.5
4340,2021-03-15 00:00:00,DET,SAS,1.5,10,-8.5
6375,2022-11-07 00:00:00,DET,OKC,2.0,-9,11.0
5932,2022-03-13 00:00:00,DET,LAC,4.0,4,0.0
579,2018-01-06 00:00:00,DET,HOU,6.0,-7,13.0
7221,2023-03-09 00:00:00,DET,CHA,3.0,10,-7.0
1742,2018-12-15 00:00:00,DET,BOS,2.0,-9,11.0
5625,2022-01-25 00:00:00,DET,DEN,7.0,5,2.0
637,2018-01-15 00:00:00,DET,CHA,-2.5,11,-13.5
3068,2019-12-23 00:00:00,DET,PHI,6.5,16,-9.5
2701,2019-11-02 00:00:00,DET,BKN,4.0,-4,8.0
760,2018-02-01 00:00:00,DET,MEM,-8.5,-2,-6.5
2891,2019-11-29 00:00:00,DET,CHA,-8.0,3,-11.0
1088,2018-03-24 00:00:00,DET,CHI,-13.0,-22,9.0
7295,2023-03-19 00:00:00,DET,MIA,10.0,12,-2.0
1385,2018-10-27 00:00:00,DET,BOS,3.5,20,-16.5
3055,2019-12-21 00:00:00,DET,CHI,1.5,12,-10.5
8423,2024-03-07 00:00:00,DET,BKN,2.5,-6,8.5
5863,2022-03-04 00:00:00,DET,IND,2.5,-5,7.5
5886,2022-03-07 00:00:00,DET,ATL,7.5,-3,10.5
2864,2019-11-25 00:00:00,DET,ORL,-4.5,-15,10.5
1654,2018-12-03 00:00:00,DET,OKC,2.0,27,-25.0
5666,2022-01-30 00:00:00,DET,CLE,7.5,-10,17.5
6110,2022-04-06 00:00:00,DET,DAL,9.0,18,-9.0
5702,2022-02-04 00:00:00,DET,BOS,11.0,9,2.0
1698,2018-12-09 00:00:00,DET,NOP,2.5,8,-5.5
3017,2019-12-16 00:00:00,DET,WAS,-2.5,14,-16.5
746,2018-01-30 00:00:00,DET,CLE,6.0,-11,17.0
8454,2024-03-11 00:00:00,DET,CHA,-5.0,-17,12.0
5679,2022-02-01 00:00:00,DET,NOP,2.5,10,-7.5
2572,2019-04-22 00:00:00,DET,MIL,12.5,23,-10.5
3031,2019-12-18 00:00:00,DET,TOR,2.0,13,-11.0
7249,2023-03-13 00:00:00,DET,IND,4.0,-20,24.0
2566,2019-04-20 00:00:00,DET,MIL,9.5,16,-6.5
158,2017-11-08 00:00:00,DET,IND,-6.5,-17,10.5
6232,2022-10-19 00:00:00,DET,ORL,-4.0,-4,0.0
8034,2024-01-09 00:00:00,DET,SAC,11.0,21,-10.0
5901,2022-03-09 00:00:00,DET,CHI,6.5,6,0.5
6286,2022-10-26 00:00:00,DET,ATL,7.5,5,2.5
7235,2023-03-11 00:00:00,DET,IND,3.5,6,-2.5
8378,2024-03-01 00:00:00,DET,CLE,7.0,10,-3.0
5820,2022-02-26 00:00:00,DET,BOS,12.5,9,3.5
2,2017-10-18 00:00:00,DET,CHA,-2.5,-12,9.5
1754,2018-12-17 00:00:00,DET,MIL,3.0,3,0.0
6320,2022-10-30 00:00:00,DET,GSW,7.5,-14,21.5
241,2017-11-20 00:00:00,DET,CLE,2.0,28,-26.0
4262,2021-02-28 00:00:00,DET,NYK,1.5,19,-17.5
5695,2022-02-03 00:00:00,DET,MIN,7.5,11,-3.5
7721,2023-11-20 00:00:00,DET,DEN,9.5,4,5.5
8041,2024-01-10 00:00:00,DET,SAS,3.0,22,-19.0
2664,2019-10-28 00:00:00,DET,IND,2.0,-2,4.0
2509,2019-04-07 00:00:00,DET,CHA,-6.5,13,-19.5
7681,2023-11-14 00:00:00,DET,ATL,4.5,6,-1.5
6066,2022-03-31 00:00:00,DET,PHI,9.5,-8,17.5
2838,2019-11-22 00:00:00,DET,ATL,-6.5,-25,18.5
2992,2019-12-12 00:00:00,DET,DAL,6.5,11,-4.5
2911,2019-12-01 00:00:00,DET,SAS,-2.5,-34,31.5
6123,2022-04-08 00:00:00,DET,MIL,10.0,30,-20.0
4137,2021-02-11 00:00:00,DET,IND,4.0,16,-12.0
701,2018-01-24 00:00:00,DET,UTA,-2.5,3,-5.5
3083,2019-12-26 00:00:00,DET,WAS,-6.5,-30,23.5
6299,2022-10-28 00:00:00,DET,ATL,6.0,24,-18.0
2521,2019-04-09 00:00:00,DET,MEM,-11.5,-7,-4.5
2726,2019-11-06 00:00:00,DET,NYK,-3.5,-20,16.5
1103,2018-03-26 00:00:00,DET,LAL,-4.5,-6,1.5
4158,2021-02-14 00:00:00,DET,NOP,5.5,-11,16.5
8467,2024-03-13 00:00:00,DET,TOR,-3.5,-9,5.5
7569,2023-10-28 00:00:00,DET,CHI,2.5,-16,18.5
7596,2023-11-01 00:00:00,DET,POR,-3.5,9,-12.5
1642,2018-12-01 00:00:00,DET,GSW,4.5,-9,13.5
4389,2021-03-21 00:00:00,DET,CHI,3.5,14,-10.5
1451,2018-11-05 00:00:00,DET,MIA,-3.0,5,-8.0
2637,2019-10-24 00:00:00,DET,ATL,-1.5,17,-18.5
5376,2021-12-18 00:00:00,DET,HOU,0.0,9,-9.0
1315,2018-10-17 00:00:00,DET,BKN,-6.0,-3,-3.0
6676,2022-12-18 00:00:00,DET,BKN,8.0,3,5.0
7962,2023-12-30 00:00:00,DET,TOR,4.0,-2,6.0
6690,2022-12-20 00:00:00,DET,UTA,2.5,15,-12.5
8126,2024-01-22 00:00:00,DET,MIL,12.5,9,3.5
7850,2023-12-11 00:00:00,DET,IND,7.0,8,-1.0
3540,2020-03-04 00:00:00,DET,OKC,8.5,7,1.5
5061,2021-11-05 00:00:00,DET,BKN,9.5,6,3.5
5056,2021-11-04 00:00:00,DET,PHI,4.5,11,-6.5
4593,2021-04-16 00:00:00,DET,OKC,-2.5,-6,3.5
8224,2024-02-04 00:00:00,DET,ORL,6.5,12,-5.5
5040,2021-11-02 00:00:00,DET,MIL,4.5,28,-23.5
168,2017-11-10 00:00:00,DET,ATL,-7.5,-7,-0.5
3563,2020-03-07 00:00:00,DET,UTA,8.0,6,2.0
2151,2019-02-11 00:00:00,DET,WAS,-6.0,-9,3.0
5016,2021-10-30 00:00:00,DET,ORL,-6.0,-7,1.0
4617,2021-04-19 00:00:00,DET,CLE,3.5,-4,7.5
6744,2022-12-28 00:00:00,DET,ORL,1.0,-20,21.0
1551,2018-11-19 00:00:00,DET,CLE,-9.5,-11,1.5
1612,2018-11-27 00:00:00,DET,NYK,-7.5,-7,-0.5
470,2017-12-22 00:00:00,DET,NYK,-6.5,-3,-3.5
2128,2019-02-08 00:00:00,DET,NYK,-8.0,-17,9.0
397,2017-12-12 00:00:00,DET,DEN,-6.5,19,-25.5
7867,2023-12-13 00:00:00,DET,PHI,12.0,18,-6.0
3927,2021-01-13 00:00:00,DET,MIL,10.5,9,1.5
6728,2022-12-26 00:00:00,DET,LAC,6.0,11,-5.0
8208,2024-02-02 00:00:00,DET,LAC,12.0,11,1.0
2210,2019-02-25 00:00:00,DET,IND,-2.5,-4,1.5
6658,2022-12-16 00:00:00,DET,SAC,6.0,9,-3.0
6576,2022-12-04 00:00:00,DET,MEM,6.5,10,-3.5
7809,2023-12-02 00:00:00,DET,CLE,9.0,9,0.0
