,Date,Home Team,Away Team,Betting Score Spread,Final Score Spread,Betting Line Error
6381,2022-11-07 00:00:00,MEM,BOS,3.5,3,0.5
6278,2022-10-24 00:00:00,MEM,BKN,-1.5,-10,8.5
7716,2023-11-19 00:00:00,MEM,BOS,12.5,2,10.5
7552,2023-10-25 00:00:00,MEM,NOP,-1.0,7,-8.0
5331,2021-12-11 00:00:00,MEM,HOU,-8.0,-7,-1.0
207,2017-11-15 00:00:00,MEM,IND,-3.0,3,-6.0
5550,2022-01-14 00:00:00,MEM,DAL,-2.5,27,-29.5
5346,2021-12-13 00:00:00,MEM,PHI,1.5,-35,36.5
344,2017-12-04 00:00:00,MEM,MIN,3.0,-3,6.0
6507,2022-11-25 00:00:00,MEM,NOP,-2.0,-21,19.0
7787,2023-11-29 00:00:00,MEM,UTA,-3.5,-14,10.5
5384,2021-12-19 00:00:00,MEM,POR,0.0,5,-5.0
5488,2022-01-06 00:00:00,MEM,DET,-13.5,-30,16.5
4360,2021-03-17 00:00:00,MEM,MIA,1.0,-4,5.0
978,2018-03-09 00:00:00,MEM,UTA,10.0,17,-7.0
5101,2021-11-10 00:00:00,MEM,CHA,-4.5,10,-14.5
6561,2022-12-02 00:00:00,MEM,PHI,-4.5,-8,3.5
717,2018-01-26 00:00:00,MEM,LAC,4.5,9,-4.5
4849,2021-05-19 00:00:00,MEM,SAS,-4.5,-4,-0.5
7107,2023-02-15 00:00:00,MEM,UTA,-11.5,-6,-5.5
5793,2022-02-16 00:00:00,MEM,POR,-12.5,4,-16.5
7652,2023-11-08 00:00:00,MEM,MIA,1.5,6,-4.5
6852,2023-01-11 00:00:00,MEM,SAS,-13.5,-6,-7.5
4878,2021-05-29 00:00:00,MEM,UTA,5.5,10,-4.5
4585,2021-04-14 00:00:00,MEM,DAL,3.0,1,2.0
4884,2021-05-31 00:00:00,MEM,UTA,5.5,7,-1.5
6837,2023-01-09 00:00:00,MEM,SAS,-11.0,-8,-3.0
6828,2023-01-08 00:00:00,MEM,UTA,-5.5,-5,-0.5
7889,2023-12-15 00:00:00,MEM,HOU,2.5,7,-4.5
928,2018-03-02 00:00:00,MEM,DEN,9.0,6,3.0
4564,2021-04-12 00:00:00,MEM,CHI,-2.0,-11,9.0
643,2018-01-15 00:00:00,MEM,LAL,-4.0,-9,5.0
7377,2023-03-31 00:00:00,MEM,LAC,-5.5,-14,8.5
6181,2022-04-26 00:00:00,MEM,MIN,-6.5,-2,-4.5
4556,2021-04-11 00:00:00,MEM,IND,-3.5,7,-10.5
7971,2023-12-31 00:00:00,MEM,SAC,-1.0,31,-32.0
4944,2021-10-20 00:00:00,MEM,CLE,-7.0,-11,4.0
7135,2023-02-25 00:00:00,MEM,DEN,-3.0,-18,15.0
7587,2023-10-30 00:00:00,MEM,DAL,1.0,15,-14.0
381,2017-12-09 00:00:00,MEM,OKC,4.5,1,3.5
392,2017-12-11 00:00:00,MEM,MIA,-1.5,25,-26.5
5897,2022-03-08 00:00:00,MEM,NOP,-8.0,-21,13.0
259,2017-11-22 00:00:00,MEM,DAL,-5.5,1,-6.5
4824,2021-05-14 00:00:00,MEM,SAC,-3.5,-1,-2.5
4695,2021-04-28 00:00:00,MEM,POR,-1.5,21,-22.5
6998,2023-02-01 00:00:00,MEM,POR,-5.5,10,-15.5
424,2017-12-15 00:00:00,MEM,ATL,-6.5,-2,-4.5
7404,2023-04-04 00:00:00,MEM,POR,-18.5,-10,-8.5
6982,2023-01-29 00:00:00,MEM,IND,-8.0,-12,4.0
4735,2021-05-03 00:00:00,MEM,NYK,-4.0,14,-18.0
7032,2023-02-05 00:00:00,MEM,TOR,-1.5,3,-4.5
5874,2022-03-05 00:00:00,MEM,ORL,-16.0,-28,12.0
5839,2022-02-28 00:00:00,MEM,SAS,-8.5,-13,4.5
706,2018-01-24 00:00:00,MEM,SAS,1.5,23,-21.5
7047,2023-02-07 00:00:00,MEM,CHI,-9.5,-15,5.5
6075,2022-04-01 00:00:00,MEM,PHX,8.0,-8,16.0
6133,2022-04-09 00:00:00,MEM,NOP,-8.0,-27,19.0
245,2017-11-20 00:00:00,MEM,POR,1.0,8,-7.0
4788,2021-05-10 00:00:00,MEM,NOP,-9.5,-5,-4.5
7068,2023-02-10 00:00:00,MEM,MIN,-6.5,-21,14.5
7918,2023-12-21 00:00:00,MEM,IND,-2.0,-13,11.0
4798,2021-05-11 00:00:00,MEM,DAL,3.5,-29,32.5
6901,2023-01-18 00:00:00,MEM,CLE,-7.5,-1,-6.5
6147,2022-04-16 00:00:00,MEM,MIN,-6.5,13,-19.5
1000,2018-03-12 00:00:00,MEM,MIL,7.5,18,-10.5
6892,2023-01-16 00:00:00,MEM,PHX,-12.5,-30,17.5
4815,2021-05-13 00:00:00,MEM,SAC,-8.5,-6,-2.5
6158,2022-04-19 00:00:00,MEM,MIN,-7.0,-28,21.0
435,2017-12-16 00:00:00,MEM,BOS,5.5,9,-3.5
7354,2023-03-28 00:00:00,MEM,ORL,-6.0,-5,-1.0
915,2018-02-28 00:00:00,MEM,PHX,-3.0,8,-11.0
6772,2022-12-31 00:00:00,MEM,NOP,-6.5,-15,8.5
5115,2021-11-12 00:00:00,MEM,PHX,2.0,25,-23.0
6654,2022-12-15 00:00:00,MEM,MIL,-3.0,-41,38.0
5142,2021-11-15 00:00:00,MEM,HOU,-11.5,-34,22.5
7362,2023-03-29 00:00:00,MEM,LAC,3.0,9,-6.0
1039,2018-03-17 00:00:00,MEM,DEN,7.0,-7,14.0
876,2018-02-23 00:00:00,MEM,CLE,5.0,23,-18.0
288,2017-11-26 00:00:00,MEM,BKN,-5.5,10,-15.5
5163,2021-11-18 00:00:00,MEM,LAC,1.5,-12,13.5
6633,2022-12-12 00:00:00,MEM,ATL,-9.5,-25,15.5
859,2018-02-14 00:00:00,MEM,OKC,4.5,7,-2.5
5209,2021-11-24 00:00:00,MEM,TOR,-3.0,13,-16.0
6236,2022-10-19 00:00:00,MEM,NYK,-4.5,-3,-1.5
5222,2021-11-26 00:00:00,MEM,ATL,1.0,32,-31.0
6612,2022-12-09 00:00:00,MEM,DET,-11.0,-11,0.0
6597,2022-12-07 00:00:00,MEM,OKC,-8.5,-21,12.5
7494,2023-04-26 00:00:00,MEM,LAL,-4.5,-17,12.5
5239,2021-11-28 00:00:00,MEM,SAC,-4.0,-27,23.0
5660,2022-01-29 00:00:00,MEM,WAS,-6.0,-20,14.0
6586,2022-12-05 00:00:00,MEM,MIA,5.5,-8,13.5
5650,2022-01-28 00:00:00,MEM,UTA,-5.0,-10,5.0
4398,2021-03-22 00:00:00,MEM,BOS,-4.5,-6,1.5
5267,2021-12-02 00:00:00,MEM,OKC,-11.0,-73,62.0
7224,2023-03-09 00:00:00,MEM,GSW,3.0,-21,24.0
6007,2022-03-23 00:00:00,MEM,BKN,1.0,-12,13.0
4466,2021-03-31 00:00:00,MEM,UTA,6.0,4,2.0
370,2017-12-08 00:00:00,MEM,TOR,5.5,9,-3.5
7840,2023-12-08 00:00:00,MEM,MIN,5.5,24,-18.5
6189,2022-05-01 00:00:00,MEM,GSW,2.0,1,1.0
5918,2022-03-11 00:00:00,MEM,NYK,-9.0,-4,-5.0
6193,2022-05-03 00:00:00,MEM,GSW,2.0,-5,7.0
7462,2023-04-16 00:00:00,MEM,LAL,-5.0,16,-21.0
1022,2018-03-15 00:00:00,MEM,CHI,-2.5,1,-3.5
6205,2022-05-11 00:00:00,MEM,GSW,4.0,-39,43.0
5732,2022-02-08 00:00:00,MEM,LAC,-8.0,-26,18.0
321,2017-12-01 00:00:00,MEM,SAS,3.5,16,-12.5
7153,2023-02-28 00:00:00,MEM,LAL,-9.0,-12,3.0
689,2018-01-22 00:00:00,MEM,PHI,3.0,-4,7.0
608,2018-01-10 00:00:00,MEM,NOP,1.5,-3,4.5
6777,2023-01-01 00:00:00,MEM,SAC,-4.0,-10,6.0
6739,2022-12-27 00:00:00,MEM,PHX,-8.0,17,-25.0
7471,2023-04-19 00:00:00,MEM,LAL,0.0,-10,10.0
739,2018-01-29 00:00:00,MEM,PHX,-8.0,-11,3.0
5037,2021-11-01 00:00:00,MEM,DEN,1.0,-9,10.0
7982,2024-01-02 00:00:00,MEM,SAS,-11.0,-8,-3.0
7856,2023-12-11 00:00:00,MEM,DAL,1.0,7,-6.0
5051,2021-11-03 00:00:00,MEM,DEN,1.0,-2,3.0
485,2017-12-23 00:00:00,MEM,LAC,1.0,-3,4.0
4483,2021-04-02 00:00:00,MEM,MIN,-6.5,-12,5.5
5086,2021-11-08 00:00:00,MEM,MIN,-4.5,-7,2.5
4708,2021-04-30 00:00:00,MEM,ORL,-13.0,-17,4.0
7991,2024-01-03 00:00:00,MEM,TOR,-1.0,5,-6.0
5021,2021-10-30 00:00:00,MEM,MIA,-3.5,26,-29.5
4241,2021-02-25 00:00:00,MEM,LAC,8.0,-28,36.0
7329,2023-03-24 00:00:00,MEM,HOU,-12.5,-37,24.5
8257,2024-02-08 00:00:00,MEM,CHI,5.5,8,-2.5
2999,2019-12-13 00:00:00,MEM,MIL,12.5,13,-0.5
3006,2019-12-14 00:00:00,MEM,WAS,-1.5,-17,15.5
78,2017-10-28 00:00:00,MEM,HOU,-2.0,-14,12.0
3020,2019-12-16 00:00:00,MEM,MIA,3.0,-7,10.0
8351,2024-02-26 00:00:00,MEM,BKN,2.0,25,-23.0
3058,2019-12-21 00:00:00,MEM,SAC,2.0,-4,6.0
8651,2024-04-06 00:00:00,MEM,PHI,15.0,20,-5.0
3073,2019-12-23 00:00:00,MEM,SAS,1.0,30,-29.0
2307,2019-03-10 00:00:00,MEM,ORL,1.0,-8,9.0
1819,2018-12-26 00:00:00,MEM,CLE,-9.5,-8,-1.5
1489,2018-11-10 00:00:00,MEM,PHI,-5.0,-6,1.0
2292,2019-03-08 00:00:00,MEM,UTA,4.5,-10,14.5
1330,2018-10-19 00:00:00,MEM,ATL,-7.0,-14,7.0
1505,2018-11-12 00:00:00,MEM,UTA,3.5,8,-4.5
8328,2024-02-23 00:00:00,MEM,LAC,9.0,6,3.0
2272,2019-03-05 00:00:00,MEM,POR,5.5,-9,14.5
1842,2018-12-29 00:00:00,MEM,BOS,3.5,9,-5.5
3174,2020-01-07 00:00:00,MEM,MIN,-4.5,-7,2.5
8310,2024-02-15 00:00:00,MEM,MIL,14.0,-3,17.0
3194,2020-01-10 00:00:00,MEM,SAS,-1.0,-13,12.0
3210,2020-01-12 00:00:00,MEM,GSW,-6.5,-20,13.5
3223,2020-01-14 00:00:00,MEM,HOU,4.5,-11,15.5
3111,2019-12-29 00:00:00,MEM,CHA,-2.5,-13,10.5
2381,2019-03-20 00:00:00,MEM,HOU,5.5,-1,6.5
8493,2024-03-16 00:00:00,MEM,OKC,10.5,6,4.5
1118,2018-03-28 00:00:00,MEM,POR,5.5,-5,10.5
2793,2019-11-15 00:00:00,MEM,UTA,8.0,-1,9.0
2808,2019-11-17 00:00:00,MEM,DEN,6.5,17,-10.5
1469,2018-11-07 00:00:00,MEM,DEN,3.5,-2,5.5
1736,2018-12-14 00:00:00,MEM,MIA,-4.0,3,-7.0
2821,2019-11-19 00:00:00,MEM,GSW,-6.0,19,-25.0
65,2017-10-26 00:00:00,MEM,DAL,-7.5,-5,-2.5
1743,2018-12-15 00:00:00,MEM,HOU,5.0,8,-3.0
4129,2021-02-10 00:00:00,MEM,CHA,-2.5,-16,13.5
8673,2024-04-09 00:00:00,MEM,SAS,6.0,15,-9.0
1390,2018-10-27 00:00:00,MEM,PHX,-7.5,-21,13.5
2855,2019-11-23 00:00:00,MEM,LAL,8.0,1,7.0
8389,2024-03-02 00:00:00,MEM,POR,-2.0,7,-9.0
8082,2024-01-15 00:00:00,MEM,GSW,7.5,-9,16.5
2883,2019-11-27 00:00:00,MEM,LAC,6.0,2,4.0
4113,2021-02-08 00:00:00,MEM,TOR,3.0,15,-12.0
2896,2019-11-29 00:00:00,MEM,UTA,7.0,9,-2.0
7,2017-10-18 00:00:00,MEM,NOP,-2.0,-12,10.0
2429,2019-03-27 00:00:00,MEM,GSW,9.5,15,-5.5
8382,2024-03-01 00:00:00,MEM,POR,-1.0,30,-31.0
2415,2019-03-25 00:00:00,MEM,OKC,7.5,-12,19.5
2919,2019-12-02 00:00:00,MEM,IND,9.5,13,-3.5
4084,2021-02-04 00:00:00,MEM,HOU,-3.5,12,-15.5
2402,2019-03-23 00:00:00,MEM,MIN,-1.0,13,-14.0
3959,2021-01-18 00:00:00,MEM,PHX,5.5,-4,9.5
1721,2018-12-12 00:00:00,MEM,POR,-3.0,-9,6.0
8643,2024-04-05 00:00:00,MEM,DET,0.0,-18,18.0
8303,2024-02-14 00:00:00,MEM,HOU,2.0,-8,10.0
3513,2020-02-29 00:00:00,MEM,LAL,11.0,-17,28.0
30,2017-10-21 00:00:00,MEM,GSW,8.5,-10,18.5
1601,2018-11-25 00:00:00,MEM,NYK,-8.0,5,-13.0
1922,2019-01-09 00:00:00,MEM,SAS,2.5,-10,12.5
3786,2020-12-26 00:00:00,MEM,ATL,1.0,10,-9.0
2058,2019-01-28 00:00:00,MEM,DEN,5.5,3,2.5
3776,2020-12-23 00:00:00,MEM,SAS,-2.0,12,-14.0
1187,2018-04-06 00:00:00,MEM,SAC,4.0,1,3.0
3565,2020-03-07 00:00:00,MEM,ATL,-6.0,-17,11.0
2042,2019-01-26 00:00:00,MEM,IND,5.0,-3,8.0
110,2017-11-01 00:00:00,MEM,ORL,-2.5,2,-4.5
3586,2020-03-10 00:00:00,MEM,ORL,-2.0,5,-7.0
2036,2019-01-25 00:00:00,MEM,SAC,-2.0,3,-5.0
1199,2018-04-08 00:00:00,MEM,DET,6.0,-13,19.0
3610,2020-08-02 00:00:00,MEM,SAS,-3.0,2,-5.0
8206,2024-02-01 00:00:00,MEM,CLE,8.5,7,1.5
2023,2019-01-23 00:00:00,MEM,CHA,1.0,11,-10.0
3639,2020-08-07 00:00:00,MEM,OKC,3.0,-29,32.0
2008,2019-01-21 00:00:00,MEM,NOP,-3.0,20,-23.0
8183,2024-01-29 00:00:00,MEM,SAC,11.0,9,2.0
3664,2020-08-11 00:00:00,MEM,BOS,4.5,15,-10.5
1971,2019-01-16 00:00:00,MEM,MIL,6.0,10,-4.0
8213,2024-02-02 00:00:00,MEM,GSW,7.5,20,-12.5
3502,2020-02-28 00:00:00,MEM,SAC,-2.0,3,-5.0
8576,2024-03-27 00:00:00,MEM,LAL,4.5,12,-7.5
8158,2024-01-26 00:00:00,MEM,ORL,6.0,-1,7.0
2215,2019-02-25 00:00:00,MEM,LAL,5.5,-5,10.5
3245,2020-01-17 00:00:00,MEM,CLE,-9.0,-4,-5.0
3948,2021-01-16 00:00:00,MEM,PHI,1.0,-2,3.0
3268,2020-01-20 00:00:00,MEM,NOP,-3.0,10,-13.0
1614,2018-11-27 00:00:00,MEM,TOR,5.5,8,-2.5
1531,2018-11-16 00:00:00,MEM,SAC,-6.5,-8,1.5
2190,2019-02-22 00:00:00,MEM,LAC,3.0,6,-3.0
1871,2019-01-02 00:00:00,MEM,DET,-6.5,7,-13.5
1880,2019-01-04 00:00:00,MEM,BKN,-4.0,9,-13.0
3311,2020-01-26 00:00:00,MEM,PHX,-2.0,-5,3.0
8286,2024-02-12 00:00:00,MEM,NOP,9.5,9,0.5
3326,2020-01-28 00:00:00,MEM,DEN,1.0,-8,9.0
2160,2019-02-12 00:00:00,MEM,SAS,7.0,1,6.0
95,2017-10-30 00:00:00,MEM,CHA,-5.5,5,-10.5
3893,2021-01-08 00:00:00,MEM,BKN,1.0,-5,6.0
3370,2020-02-03 00:00:00,MEM,DET,-9.0,-14,5.0
3884,2021-01-07 00:00:00,MEM,CLE,-6.0,4,-10.0
2142,2019-02-09 00:00:00,MEM,NOP,-1.0,-9,8.0
1555,2018-11-19 00:00:00,MEM,DAL,-3.0,-10,7.0
3868,2021-01-05 00:00:00,MEM,LAL,9.5,2,7.5
3434,2020-02-12 00:00:00,MEM,POR,-3.5,-7,3.5
3852,2021-01-03 00:00:00,MEM,LAL,10.0,14,-4.0
2111,2019-02-05 00:00:00,MEM,MIN,4.0,-2,6.0
2227,2019-02-27 00:00:00,MEM,CHI,-3.0,2,-5.0
8066,2024-01-13 00:00:00,MEM,NYK,11.0,12,-1.0
3674,2020-08-13 00:00:00,MEM,MIL,-4.0,-13,9.0
8434,2024-03-08 00:00:00,MEM,ATL,3.0,7,-4.0
4174,2021-02-16 00:00:00,MEM,NOP,1.5,31,-29.5
1091,2018-03-24 00:00:00,MEM,LAL,6.5,7,-0.5
2660,2019-10-27 00:00:00,MEM,BKN,4.0,-1,5.0
4204,2021-02-20 00:00:00,MEM,PHX,6.5,31,-24.5
8461,2024-03-12 00:00:00,MEM,WAS,2.5,-12,14.5
8471,2024-03-13 00:00:00,MEM,CHA,2.0,12,-10.0
2716,2019-11-04 00:00:00,MEM,HOU,6.0,7,-1.0
8058,2024-01-12 00:00:00,MEM,LAC,8.5,9,-0.5
2511,2019-04-07 00:00:00,MEM,DAL,1.0,2,-1.0
1670,2018-12-05 00:00:00,MEM,LAC,-2.0,-10,8.0
2703,2019-11-02 00:00:00,MEM,PHX,3.0,9,-6.0
2534,2019-04-10 00:00:00,MEM,GSW,5.0,-15,20.0
2753,2019-11-09 00:00:00,MEM,DAL,5.5,16,-10.5
1413,2018-10-30 00:00:00,MEM,WAS,-1.5,-12,10.5
2643,2019-10-25 00:00:00,MEM,CHI,2.0,8,-6.0
4185,2021-02-17 00:00:00,MEM,OKC,-7.0,-9,2.0
1695,2018-12-08 00:00:00,MEM,LAL,-2.5,23,-25.5
4196,2021-02-19 00:00:00,MEM,DET,-4.5,-14,9.5
2731,2019-11-06 00:00:00,MEM,MIN,3.5,-16,19.5
7793,2023-11-30 00:00:00,MIA,IND,-3.5,-10,6.5
7779,2023-11-28 00:00:00,MIA,MIL,4.5,7,-2.5
820,2018-02-09 00:00:00,MIA,MIL,-1.5,-6,4.5
6716,2022-12-23 00:00:00,MIA,IND,-6.5,3,-9.5
6691,2022-12-20 00:00:00,MIA,CHI,-1.5,10,-11.5
3297,2020-01-24 00:00:00,MIA,LAC,2.0,5,-3.0
3317,2020-01-27 00:00:00,MIA,ORL,-6.5,-21,14.5
7945,2023-12-25 00:00:00,MIA,PHI,1.5,-6,7.5
5332,2021-12-11 00:00:00,MIA,CHI,1.5,-26,27.5
486,2017-12-23 00:00:00,MIA,NOP,3.0,15,-12.0
6150,2022-04-17 00:00:00,MIA,ATL,-6.5,-24,17.5
1881,2019-01-04 00:00:00,MIA,WAS,-6.5,-6,-0.5
1157,2018-04-03 00:00:00,MIA,ATL,-12.5,-3,-9.5
4659,2021-04-24 00:00:00,MIA,CHI,-4.5,-5,0.5
3327,2020-01-28 00:00:00,MIA,BOS,-1.5,8,-9.5
4348,2021-03-16 00:00:00,MIA,CLE,-11.0,-15,4.0
5307,2021-12-08 00:00:00,MIA,MIL,6.5,-9,15.5
5243,2021-11-29 00:00:00,MIA,DEN,-3.0,9,-12.0
7811,2023-12-02 00:00:00,MIA,IND,-4.5,15,-19.5
6157,2022-04-19 00:00:00,MIA,ATL,-8.0,-10,2.0
8633,2024-04-04 00:00:00,MIA,PHI,-2.5,4,-6.5
6747,2022-12-28 00:00:00,MIA,LAL,-9.0,-14,5.0
7314,2023-03-22 00:00:00,MIA,NYK,-2.0,-7,5.0
4693,2021-04-28 00:00:00,MIA,SAS,-5.0,-5,0.0
204,2017-11-15 00:00:00,MIA,WAS,-2.0,9,-11.0
5260,2021-12-01 00:00:00,MIA,CLE,-3.0,26,-29.0
92,2017-10-30 00:00:00,MIA,MIN,3.0,3,0.0
1546,2018-11-18 00:00:00,MIA,LAL,1.0,16,-15.0
3369,2020-02-03 00:00:00,MIA,PHI,-2.5,-31,28.5
4277,2021-03-02 00:00:00,MIA,ATL,-2.0,14,-16.0
1662,2018-12-04 00:00:00,MIA,ORL,-2.5,15,-17.5
986,2018-03-10 00:00:00,MIA,WAS,-4.0,-27,23.0
6729,2022-12-26 00:00:00,MIA,MIN,-1.0,-3,2.0
8279,2024-02-11 00:00:00,MIA,BOS,8.0,4,4.0
7069,2023-02-10 00:00:00,MIA,HOU,-12.0,-2,-10.0
5293,2021-12-06 00:00:00,MIA,MEM,-5.5,15,-20.5
8141,2024-01-24 00:00:00,MIA,MEM,-11.5,9,-20.5
6251,2022-10-21 00:00:00,MIA,BOS,2.0,7,-5.0
4677,2021-04-26 00:00:00,MIA,CHI,-6.0,8,-14.0
58,2017-10-25 00:00:00,MIA,SAS,3.0,17,-14.0
3282,2020-01-22 00:00:00,MIA,WAS,-10.0,-5,-5.0
3963,2021-01-18 00:00:00,MIA,DET,-6.0,-6,0.0
1848,2018-12-30 00:00:00,MIA,MIN,-3.5,9,-12.5
6101,2022-04-05 00:00:00,MIA,CHA,-4.5,-29,24.5
7488,2023-04-24 00:00:00,MIA,MIL,8.0,-5,13.0
2248,2019-03-02 00:00:00,MIA,BKN,-2.0,-29,27.0
1140,2018-03-31 00:00:00,MIA,BKN,-8.0,1,-9.0
2264,2019-03-04 00:00:00,MIA,ATL,-10.0,-1,-9.0
791,2018-02-05 00:00:00,MIA,ORL,-8.5,2,-10.5
8534,2024-03-22 00:00:00,MIA,NOP,-3.0,23,-26.0
6274,2022-10-24 00:00:00,MIA,TOR,-3.5,8,-11.5
6616,2022-12-10 00:00:00,MIA,SAS,-12.0,4,-16.0
6603,2022-12-08 00:00:00,MIA,LAC,-6.5,-5,-1.5
6590,2022-12-06 00:00:00,MIA,DET,-7.5,20,-27.5
1066,2018-03-21 00:00:00,MIA,NYK,-9.5,-21,11.5
5548,2022-01-14 00:00:00,MIA,ATL,-5.0,-6,1.0
3133,2020-01-02 00:00:00,MIA,TOR,-5.5,-8,2.5
7894,2023-12-16 00:00:00,MIA,CHI,-5.0,-2,-3.0
5556,2022-01-15 00:00:00,MIA,PHI,-3.0,11,-14.0
1832,2018-12-28 00:00:00,MIA,CLE,-10.0,-24,14.0
1502,2018-11-12 00:00:00,MIA,PHI,-2.5,10,-12.5
3158,2020-01-05 00:00:00,MIA,POR,-5.0,-11,6.0
1613,2018-11-27 00:00:00,MIA,ATL,-8.0,2,-10.0
633,2018-01-14 00:00:00,MIA,MIL,-1.5,-18,16.5
3229,2020-01-15 00:00:00,MIA,SAS,-5.0,-6,1.0
5395,2021-12-21 00:00:00,MIA,IND,2.5,-29,31.5
474,2017-12-22 00:00:00,MIA,DAL,2.0,-12,14.0
7089,2023-02-13 00:00:00,MIA,DEN,1.0,4,-3.0
5408,2021-12-23 00:00:00,MIA,DET,-12.0,-3,-9.0
3269,2020-01-20 00:00:00,MIA,SAC,-3.5,-5,1.5
6128,2022-04-08 00:00:00,MIA,ATL,-1.5,-4,2.5
2199,2019-02-23 00:00:00,MIA,DET,-3.5,23,-26.5
7382,2023-04-01 00:00:00,MIA,DAL,2.5,-7,9.5
8550,2024-03-24 00:00:00,MIA,CLE,-3.5,-37,33.5
2225,2019-02-27 00:00:00,MIA,GSW,9.5,-1,10.5
4621,2021-04-19 00:00:00,MIA,HOU,-4.5,-22,17.5
7482,2023-04-22 00:00:00,MIA,MIL,2.0,-22,24.0
6261,2022-10-22 00:00:00,MIA,TOR,-3.5,-3,-0.5
3949,2021-01-16 00:00:00,MIA,DET,-5.5,20,-25.5
7600,2023-11-01 00:00:00,MIA,BKN,-7.0,4,-11.0
499,2017-12-26 00:00:00,MIA,ORL,-8.5,-18,9.5
4611,2021-04-18 00:00:00,MIA,BKN,5.0,-2,7.0
5437,2021-12-28 00:00:00,MIA,WAS,-8.0,-7,-1.0
2675,2019-10-29 00:00:00,MIA,ATL,-8.5,-15,6.5
805,2018-02-07 00:00:00,MIA,HOU,4.5,8,-3.5
5421,2021-12-26 00:00:00,MIA,ORL,-10.5,-10,-0.5
3876,2021-01-06 00:00:00,MIA,BOS,-2.5,2,-4.5
407,2017-12-13 00:00:00,MIA,POR,-2.5,7,-9.5
7053,2023-02-08 00:00:00,MIA,IND,-6.5,-5,-1.5
4982,2021-10-25 00:00:00,MIA,ORL,-13.5,-17,3.5
7869,2023-12-13 00:00:00,MIA,CHA,-7.5,-11,3.5
1942,2019-01-12 00:00:00,MIA,MEM,-3.5,-4,0.5
6220,2022-05-25 00:00:00,MIA,BOS,3.5,13,-9.5
907,2018-02-27 00:00:00,MIA,PHI,-1.0,-1,0.0
4233,2021-02-24 00:00:00,MIA,TOR,-2.0,-8,6.0
3732,2020-09-04 00:00:00,MIA,MIL,5.0,-15,20.0
3736,2020-09-06 00:00:00,MIA,MIL,2.0,3,-1.0
3593,2020-03-11 00:00:00,MIA,CHA,-10.5,11,-21.5
334,2017-12-03 00:00:00,MIA,GSW,10.5,28,-17.5
5010,2021-10-29 00:00:00,MIA,CHA,-7.0,-15,8.0
6223,2022-05-29 00:00:00,MIA,BOS,3.0,4,-1.0
4812,2021-05-13 00:00:00,MIA,PHI,-1.0,-12,11.0
3753,2020-09-19 00:00:00,MIA,BOS,3.5,11,-7.5
3756,2020-09-23 00:00:00,MIA,BOS,3.5,-3,6.5
3760,2020-09-27 00:00:00,MIA,BOS,3.0,-12,15.0
3763,2020-10-04 00:00:00,MIA,LAL,9.5,-11,20.5
3764,2020-10-06 00:00:00,MIA,LAL,7.5,6,1.5
950,2018-03-05 00:00:00,MIA,PHX,-9.5,-22,12.5
3766,2020-10-11 00:00:00,MIA,LAL,5.0,13,-8.0
1221,2018-04-11 00:00:00,MIA,TOR,-2.5,-7,4.5
3614,2020-08-03 00:00:00,MIA,TOR,2.5,4,-1.5
6870,2023-01-14 00:00:00,MIA,MIL,-4.0,-16,12.0
4249,2021-02-26 00:00:00,MIA,UTA,6.5,-8,14.5
7877,2023-12-14 00:00:00,MIA,CHI,-3.5,8,-11.5
6212,2022-05-17 00:00:00,MIA,BOS,-4.5,-11,6.5
1205,2018-04-09 00:00:00,MIA,OKC,4.5,22,-17.5
432,2017-12-16 00:00:00,MIA,LAC,-6.0,-5,-1.0
936,2018-03-03 00:00:00,MIA,DET,-5.0,-9,4.0
6967,2023-01-27 00:00:00,MIA,ORL,-8.5,-5,-3.5
6214,2022-05-19 00:00:00,MIA,BOS,-1.0,25,-26.0
4875,2021-05-29 00:00:00,MIA,MIL,4.5,17,-12.5
6943,2023-01-24 00:00:00,MIA,BOS,-2.5,-3,0.5
4869,2021-05-27 00:00:00,MIA,MIL,1.5,29,-27.5
3659,2020-08-10 00:00:00,MIA,IND,-4.0,-22,18.0
8181,2024-01-29 00:00:00,MIA,PHX,-2.5,13,-15.5
6929,2023-01-22 00:00:00,MIA,NOP,-7.0,-4,-3.0
6202,2022-05-10 00:00:00,MIA,PHI,-3.0,-35,32.0
8616,2024-04-02 00:00:00,MIA,NYK,-2.5,-10,7.5
3705,2020-08-22 00:00:00,MIA,IND,-5.0,-9,4.0
3647,2020-08-08 00:00:00,MIA,PHX,4.0,7,-3.0
920,2018-03-01 00:00:00,MIA,LAL,-5.5,18,-23.5
4952,2021-10-21 00:00:00,MIA,MIL,-3.0,-42,39.0
8197,2024-01-31 00:00:00,MIA,SAC,-2.0,-9,7.0
2020,2019-01-23 00:00:00,MIA,LAC,-5.5,12,-17.5
3714,2020-08-24 00:00:00,MIA,IND,-6.5,-12,5.5
3624,2020-08-04 00:00:00,MIA,BOS,5.0,-6,11.0
6194,2022-05-04 00:00:00,MIA,PHI,-7.5,-16,8.5
8589,2024-03-29 00:00:00,MIA,POR,-14.0,-60,46.0
8447,2024-03-10 00:00:00,MIA,WAS,-11.5,2,-13.5
3816,2020-12-29 00:00:00,MIA,MIL,6.0,47,-41.0
109,2017-11-01 00:00:00,MIA,CHI,-10.0,-6,-4.0
6237,2022-10-19 00:00:00,MIA,CHI,-7.5,8,-15.5
